nm_municipio;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_sit_totalizacao;aa_eleicao;qt_votos_nom_validos;qt_votos_concorrentes
SÃO JOSÉ DA VARGINHA;Vereador;12123;GABRIEL ANTONIO PEREIRA PAULINO SILVA;GABRIEL DA MARIA OLINDA;PDT;Eleito;2024;190;3207
SÃO JOSÉ DA VARGINHA;Vereador;12345;JOSE CARLOS SECUNDINO;NEGRINHO DA LAGOA PRETA;PDT;Eleito;2024;181;3207
SÃO JOSÉ DA VARGINHA;Vereador;20500;JOÃO VICTOR SOARES PEREIRA;JOÃO VICTOR;PODE;Eleito;2024;148;3207
SÃO JOSÉ DA VARGINHA;Vereador;11000;ANA PAULA DA SILVA;ANA PAULA DO ROBERTO DA RITA;PP;Eleito;2024;147;3207
SÃO JOSÉ DA VARGINHA;Vereador;13123;ISABEL DE ARAÚJO DAMASCENO;ISABEL DO SALÃO;PT;Eleito;2024;127;3207
SÃO JOSÉ DA VARGINHA;Vereador;55555;JOAO MAGNO DE ALMEIDA;MAGNO DO DARIO;PSD;Eleito;2024;123;3207
SÃO JOSÉ DA VARGINHA;Vereador;43333;DIOGO FERNANDES SILVESTRE ALVES;DIOGO VIOLA;PV;Eleito;2024;122;3207
SÃO JOSÉ DA VARGINHA;Vereador;10123;ROBSON FERREIRA MACIEL;ROBSON DA AUTO ESCOLA;REPUBLICANOS;Eleito;2024;112;3207
SÃO JOSÉ DO ALEGRE;Vereador;55555;JANAINA DE MELO MELONI;ENFERMEIRA JANAÍNA;PSD;Eleito;2024;271;2915
SÃO JOSÉ DO ALEGRE;Vereador;30200;FABIANA GOMES;FABIANA DO CAETANO;NOVO;Eleito;2024;161;2915
SÃO JOSÉ DO ALEGRE;Vereador;25500;OANDER JOVANI DE MORAES;PICO DO BODÃO;PRD;Eleito;2024;141;2915
SÃO JOSÉ DO ALEGRE;Vereador;11111;BENEDITO RODRIGUES VICENTE;DITO DO VIRAMUNDO;PP;Eleito;2024;122;2915
SÃO JOSÉ DO ALEGRE;Vereador;55123;CRISTHIAN ANICETO;KIKI;PSD;Eleito;2024;117;2915
SÃO JOSÉ DO ALEGRE;Vereador;55300;FERNANDO OZEAS DA SILVA;FERNANDO OZEAS;PSD;Eleito;2024;116;2915
SÃO JOSÉ DO ALEGRE;Vereador;30105;DONIZETE GOMES DA SILVA;DONIZETE DOS FORJOS;NOVO;Eleito;2024;106;2915
SÃO JOSÉ DO ALEGRE;Vereador;10555;EDSON WAGNER DA SILVA OLIVEIRA;DEDI FILHO DO JOÃO;REPUBLICANOS;Eleito;2024;87;2915
SÃO JOSÉ DO ALEGRE;Vereador;11123;GLAUCIA CARVALHO CORREA;GLAUCIA CARVALHO;PP;Eleito;2024;70;2915
SÃO JOSÉ DO DIVINO;Vereador;10456;DARLEY PEREIRA COELHO;DARLEY DA SAÚDE;REPUBLICANOS;Eleito;2024;351;2692
SÃO JOSÉ DO DIVINO;Vereador;10123;PAULO VINÍCIUS FERREIRA DE SOUZA;PAULINHO DE DÃO;REPUBLICANOS;Eleito;2024;290;2692
SÃO JOSÉ DO DIVINO;Vereador;15000;ELIAS RODRIGUES SOBRINHO;ELIAS E FIRMINO;MDB;Eleito;2024;278;2692
SÃO JOSÉ DO DIVINO;Vereador;15123;ISAIAS RODRIGUES PEREIRA;ISAIAS DE BIZE;MDB;Eleito;2024;212;2692
SÃO JOSÉ DO DIVINO;Vereador;10611;AÉCIO VIEIRA DOS SANTOS;NINIM;REPUBLICANOS;Eleito;2024;198;2692
SÃO JOSÉ DO DIVINO;Vereador;10222;MARLENE ALVES DA SILVA;MARLENE BOA VONTADE;REPUBLICANOS;Eleito;2024;198;2692
SÃO JOSÉ DO DIVINO;Vereador;10691;JUSSIMAR CIRINO DOS SANTOS;BINA MATOSO;REPUBLICANOS;Eleito;2024;197;2692
SÃO JOSÉ DO DIVINO;Vereador;15688;NATALIA SOARES DE OLIVEIRA FIGUEIREDO;NATALIA DE NILDIM;MDB;Eleito;2024;187;2692
SÃO JOSÉ DO DIVINO;Vereador;15611;SIDINEI ESTEVES FERNANDES;MAGAL;MDB;Eleito;2024;163;2692
SÃO JOSÉ DO GOIABAL;Vereador;22456;NEIDE APARECIDA DAS GRAÇAS;NEIDE DA LOTERICA;PL;Eleito;2024;500;3731
SÃO JOSÉ DO GOIABAL;Vereador;25777;NATALIA CAMPIDELLI GUIMARAES;NATÁLIA;PRD;Eleito;2024;190;3731
SÃO JOSÉ DO GOIABAL;Vereador;22123;RODRIGO MARQUES SIMÕES;RODRIGO DE AUREA;PL;Eleito;2024;156;3731
SÃO JOSÉ DO GOIABAL;Vereador;55555;WAGNER SILVA LIMA;WAGUINHO DE BENZINHO;PSD;Eleito;2024;145;3731
SÃO JOSÉ DO GOIABAL;Vereador;25222;VANILDA APARECIDA CRUZ DOS ANJOS;VANILDA  SECRETÁRIA;PRD;Eleito;2024;133;3731
SÃO JOSÉ DO GOIABAL;Vereador;40124;MARCO COTA MORAES;MARQUINHOS DE ZE IVANIL;PSB;Eleito;2024;123;3731
SÃO JOSÉ DO GOIABAL;Vereador;55000;WALLACE ARMELINO RUFINO;LALAU MOTORISTA;PSD;Eleito;2024;110;3731
SÃO JOSÉ DO GOIABAL;Vereador;40333;RENATO MAGNO DE MENEZES;RENATINHO;PSB;Eleito;2024;102;3731
SÃO JOSÉ DO GOIABAL;Vereador;22222;LUIZ CARLOS ARTHUZO GANDRA;LUIZINHO DE GLORINHA;PL;Eleito;2024;98;3731
SÃO JOSÉ DO JACURI;Vereador;25000;BERENICE FERREIRA PINTO LOPES;BERENICE DA EDUCAÇÃO;PRD;Eleito;2024;266;4168
SÃO JOSÉ DO JACURI;Vereador;25345;AILTON AMANSO COELHO;AILTON DA SAÚDE;PRD;Eleito;2024;236;4168
SÃO JOSÉ DO JACURI;Vereador;33555;REYDNER ITALO VIEIRA GOMES;REYDNER;MOBILIZA;Eleito;2024;216;4168
SÃO JOSÉ DO JACURI;Vereador;20000;ERISSON PEDRO ALVES CARVALHO;ERISSON DA SAÚDE;PODE;Eleito;2024;212;4168
SÃO JOSÉ DO JACURI;Vereador;25789;CARLOS ROBERTO NOGUEIRA;ZIZI;PRD;Eleito;2024;204;4168
SÃO JOSÉ DO JACURI;Vereador;10888;EDMILSON CALISTA DE ALMEIDA;EDMILSON MOTORISTA;REPUBLICANOS;Eleito;2024;200;4168
SÃO JOSÉ DO JACURI;Vereador;15555;JULIO CELSO DE CARVALHO;JULHINHO CARVALHO;MDB;Eleito;2024;162;4168
SÃO JOSÉ DO JACURI;Vereador;20333;FÁBIO ALVES DA SILVA;FÁBIO DA PADARIA;PODE;Eleito;2024;151;4168
SÃO JOSÉ DO JACURI;Vereador;33444;PAULO HENRIQUE PENA E SILVA;PAULO MOTORISTA ESCOLAR;MOBILIZA;Eleito;2024;135;4168
SÃO JOSÉ DO MANTIMENTO;Vereador;12333;MATHEUS ANICETO NEVES;MATHEUS NEVES;PDT;Eleito;2024;233;2899
SÃO JOSÉ DO MANTIMENTO;Vereador;13333;SIMAO SILAS VIEIRA;SIMAO SILAS;PT;Eleito;2024;222;2899
SÃO JOSÉ DO MANTIMENTO;Vereador;12345;ADEMAR SALES LACERDA;ADEMAR SALES;PDT;Eleito;2024;206;2899
SÃO JOSÉ DO MANTIMENTO;Vereador;43622;JOSE DE CASTRO SILVA;ZE DO DERLY;PV;Eleito;2024;205;2899
SÃO JOSÉ DO MANTIMENTO;Vereador;43456;RONDINELLI VIEIRA DOS REIS;RONDINELLI;PV;Eleito;2024;204;2899
SÃO JOSÉ DO MANTIMENTO;Vereador;55678;ELVINO TEIXEIRA DE LACERDA;ELVINO LACERDA;PSD;Eleito;2024;197;2899
SÃO JOSÉ DO MANTIMENTO;Vereador;40123;ADILSON ANTUNES DA SILVA;ADILSON DO TIÃO LUA;PSB;Eleito;2024;148;2899
SÃO JOSÉ DO MANTIMENTO;Vereador;12456;WELITON GOMES NASCIMENTO;CUECA;PDT;Eleito;2024;137;2899
SÃO JOSÉ DO MANTIMENTO;Vereador;45123;EDGAR HIBNER ALVIM BERBERT;EDGAR BERBERT;PSDB;Eleito;2024;80;2899
SÃO JOÃO BATISTA DO GLÓRIA;Vereador;10500;HENRIQUE AUGUSTO CORREA REZENDE;HENRIQUE REZENDE;REPUBLICANOS;Eleito;2024;355;5035
SÃO JOÃO BATISTA DO GLÓRIA;Vereador;15777;RENATO MAYER CRUZ;RENATINHO DO ZÉ ÊNIO;MDB;Eleito;2024;238;5035
SÃO JOÃO BATISTA DO GLÓRIA;Vereador;15800;DANILO JOSÉ SOARES MARQUES;DANILO SOARES MARQUES;MDB;Eleito;2024;219;5035
SÃO JOÃO BATISTA DO GLÓRIA;Vereador;22222;JOEL ALVES PEREIRA;JOEL DA LIQUINHA;PL;Eleito;2024;206;5035
SÃO JOÃO BATISTA DO GLÓRIA;Vereador;10000;CRESIO COSTA;CRESINHO DA PADARIA;REPUBLICANOS;Eleito;2024;187;5035
SÃO JOÃO BATISTA DO GLÓRIA;Vereador;55123;ALEXANDRE MACIEL;SANDRO;PSD;Eleito;2024;184;5035
SÃO JOÃO BATISTA DO GLÓRIA;Vereador;11234;TATIANA CRISTINA DE ANDRADE GONÇALVES;TIA TATI PROTETORA;PP;Eleito;2024;162;5035
SÃO JOÃO BATISTA DO GLÓRIA;Vereador;70777;GLEDSTONE DONIZETE DA FONSECA;GLEDS DA CASA GLORIA;AVANTE;Eleito;2024;162;5035
SÃO JOÃO BATISTA DO GLÓRIA;Vereador;77000;BRENDA GARCIA DE SOUZA SILVA;BRENDA DO ELGIN;SOLIDARIEDADE;Eleito;2024;149;5035
SÃO JOÃO DA LAGOA;Vereador;45111;IZABEL DE FÁTIMA FONSECA GONÇALVES;IZABEL DE ZÉ LIMA;PSDB;Eleito;2024;277;4380
SÃO JOÃO DA LAGOA;Vereador;13123;ARLEN SILVESTRE DUARTE GONÇALVES;ARLEN DE AMINTAS;PT;Eleito;2024;254;4380
SÃO JOÃO DA LAGOA;Vereador;22234;ANTONIO EUSTAQUIO SOARES PINHEIRO;EUSTAQUIO;PL;Eleito;2024;230;4380
SÃO JOÃO DA LAGOA;Vereador;22456;JOÃO ALVES PEREIRA;JOÃOZINHO DA LOTAÇÃO;PL;Eleito;2024;206;4380
SÃO JOÃO DA LAGOA;Vereador;44123;PAULO DOMINGOS GONÇALVES LEITE;PAULO DO POSTO;UNIÃO;Eleito;2024;200;4380
SÃO JOÃO DA LAGOA;Vereador;44555;JOSE LUIZ MOREIRA JUNIOR;ZEZIM DO GÁS;UNIÃO;Eleito;2024;191;4380
SÃO JOÃO DA LAGOA;Vereador;44322;JOSÉ MARCOS PEREIRA DA FONSECA;MARQUIM CURADOR;UNIÃO;Eleito;2024;190;4380
SÃO JOÃO DA LAGOA;Vereador;22789;ANGELO GILBERTO GOMES PEREIRA;GILBERTIN DA BOA VISTA;PL;Eleito;2024;177;4380
SÃO JOÃO DA LAGOA;Vereador;15111;JEFFERSON FONSECA GONÇALVES;JEFIM DE PEDRO;MDB;Eleito;2024;162;4380
SÃO JOÃO DA MATA;Vereador;44321;PAULA GISELE DE OLIVEIRA FRANCO;PAULA DO GIOVANI;UNIÃO;Eleito;2024;216;2750
SÃO JOÃO DA MATA;Vereador;15640;JOSE CARLOS DO CARMO;ZÉ CARLOS DO CARMO;MDB;Eleito;2024;205;2750
SÃO JOÃO DA MATA;Vereador;22022;JOÃO VICTOR BITENCOURT CIPRIANO;JOÃO VICTOR BITENCOURT;PL;Eleito;2024;182;2750
SÃO JOÃO DA MATA;Vereador;22024;ROBERTA FERNANDA BORGES;ROBERTA DA FATINHA;PL;Eleito;2024;175;2750
SÃO JOÃO DA MATA;Vereador;22555;THAINÁ VIANA RAMOS;THAINÁ DA MARIA DO HÉLIO;PL;Eleito;2024;163;2750
SÃO JOÃO DA MATA;Vereador;44567;VANESSA RODRIGUES TORRES DOS REIS;VANESSINHA;UNIÃO;Eleito;2024;157;2750
SÃO JOÃO DA MATA;Vereador;44444;IVANIA APARECIDA DE BRITO;IVANIA;UNIÃO;Eleito;2024;141;2750
SÃO JOÃO DA MATA;Vereador;15222;ALEXANDRE LUIZ GONÇALVES;ALEXANDRE TIRIRICA;MDB;Eleito;2024;122;2750
SÃO JOÃO DA MATA;Vereador;22456;NOEMY ROBERTA FRANCO BARREIRO;ROBERTA DO ESQUERDINHA;PL;Eleito;2024;112;2750
SÃO JOÃO DA PONTE;Vereador;55555;SIMAO MENDES CAMPOS;SIMÃO DO DIRO;PSD;Eleito;2024;932;17039
SÃO JOÃO DA PONTE;Vereador;40555;RONALDO PEREIRA DA SILVA;NALDO DO ARROZ;PSB;Eleito;2024;751;17039
SÃO JOÃO DA PONTE;Vereador;70111;GILBERTO MARQUES FELÍCIO;GILBERTO TILÉ;AVANTE;Eleito;2024;696;17039
SÃO JOÃO DA PONTE;Vereador;40000;LUCIANO MAGNUM LIMA;LUCIANO LIMA;PSB;Eleito;2024;636;17039
SÃO JOÃO DA PONTE;Vereador;44670;REINALDO PEREIRA DE SIQUEIRA;REINALDO DO SALVINÓPOLIS;UNIÃO;Eleito;2024;606;17039
SÃO JOÃO DA PONTE;Vereador;15555;ALEXSANDRO OLIVEIRA VELOSO;ALEX DO ALFREDÃO;MDB;Eleito;2024;605;17039
SÃO JOÃO DA PONTE;Vereador;55618;GASPAR DOS REIS CORDEIRO CAMPOS;GASPAR DO DEON;PSD;Eleito;2024;591;17039
SÃO JOÃO DA PONTE;Vereador;27456;DARIO FABIANO BORGES;DÁRIO BORGES;DC;Eleito;2024;534;17039
SÃO JOÃO DA PONTE;Vereador;13789;MARCOS ALEXSANDER ARRUDA CAMPOS;ALEX TICONDA;PT;Eleito;2024;482;17039
SÃO JOÃO DA PONTE;Vereador;70123;THIAGO FERNANDES SANTOS;THIGU;AVANTE;Eleito;2024;409;17039
SÃO JOÃO DA PONTE;Vereador;12121;KALINE DOS SANTOS FERREIRA;KALINE DA VEREDA;PDT;Eleito;2024;253;17039
SÃO JOÃO DAS MISSÕES;Vereador;70123;ALISSON GONÇALVES DAS NEVES SILVA;PICÓ;AVANTE;Eleito;2024;440;8018
SÃO JOÃO DAS MISSÕES;Vereador;11333;SEBASTIÃO DOS SANTOS GONÇALVES DE ARAÚJO;TIÃO DE BERTO;PP;Eleito;2024;364;8018
SÃO JOÃO DAS MISSÕES;Vereador;44123;JANAEL ALVES DE OLIVEIRA MARTINS;PIMBA DE ZÉ MUSQUIADO;UNIÃO;Eleito;2024;349;8018
SÃO JOÃO DAS MISSÕES;Vereador;10123;ANTÔNIO DE ARAÚJO SANTANA;TONINHO DE ALÍPIO;REPUBLICANOS;Eleito;2024;346;8018
SÃO JOÃO DAS MISSÕES;Vereador;10222;VAGNEY FERNANDES RIBEIRO;VAGNEY DE DÁRIO;REPUBLICANOS;Eleito;2024;336;8018
SÃO JOÃO DAS MISSÕES;Vereador;44000;RANULFO CARLOS ROCHA;NANÚ;UNIÃO;Eleito;2024;318;8018
SÃO JOÃO DAS MISSÕES;Vereador;13000;GILSON FERNANDES DE ALKMIM;NÊM DE MADALENA;PT;Eleito;2024;306;8018
SÃO JOÃO DAS MISSÕES;Vereador;10444;MARINETE PEREIRA OLIVEIRA;NETE OLIVEIRA;REPUBLICANOS;Eleito;2024;285;8018
SÃO JOÃO DAS MISSÕES;Vereador;13123;LEIRES GONÇALVES DE OLIVEIRA;ZIM DE MERINDO;PT;Eleito;2024;282;8018
SÃO JOÃO DEL REI;Vereador;43123;SINARA RAFAELA CAMPOS;SINARA CAMPOS;PV;Eleito;2024;2355;49684
SÃO JOÃO DEL REI;Vereador;25555;LUÍS FELIPE MACIEL SERPA;LUÍS FELIPE MACIEL;PRD;Eleito;2024;1891;49684
SÃO JOÃO DEL REI;Vereador;30000;LEONARDO HENRIQUE DE ALMEIDA E SILVA;PROFESSOR LEONARDO;NOVO;Eleito;2024;1723;49684
SÃO JOÃO DEL REI;Vereador;10650;ROSINA DO PILAR NASCIMENTO;ROSINHA DO MOTO TAXI;REPUBLICANOS;Eleito;2024;1652;49684
SÃO JOÃO DEL REI;Vereador;20000;GUSTAVO ACÁCIO CUSTÓDIO DE ANDRADE;GUSTAVO ACACIO;PODE;Eleito;2024;1478;49684
SÃO JOÃO DEL REI;Vereador;45220;EVERTON DA CONCEIÇÃO MENDES;DONDOM;PSDB;Eleito;2024;1303;49684
SÃO JOÃO DEL REI;Vereador;13000;CASSI ANE PINHEIRO;CASSI;PT;Eleito;2024;1261;49684
SÃO JOÃO DEL REI;Vereador;55120;WERITON JOSE DE ANDRADE;WERITON ANDRADE;PSD;Eleito;2024;1171;49684
SÃO JOÃO DEL REI;Vereador;45555;EDMAR ABREU DE RESENDE;EDMAR DA FARMÁCIA;PSDB;Eleito;2024;1133;49684
SÃO JOÃO DEL REI;Vereador;33000;LUIZ CLÁUDIO DO NASCIMENTO;CLAUDINHO DA FARMÁCIA;MOBILIZA;Eleito;2024;1074;49684
SÃO JOÃO DEL REI;Vereador;22000;RAFAEL DE SOUZA SANTOS LIMA;RAFAEL LIMA;PL;Eleito;2024;1039;49684
SÃO JOÃO DEL REI;Vereador;25000;JOSÉ AUGUSTO SILVA MACHADO;SARGENTO MACHADO;PRD;Eleito;2024;938;49684
SÃO JOÃO DEL REI;Vereador;33456;FERNANDO ARLINDO NUNES;FERNANDO INSPETOR;MOBILIZA;Eleito;2024;874;49684
SÃO JOÃO DO MANHUAÇU;Vereador;15333;MARIA DE LURDES SALES;LURDES DA SAÚDE;MDB;Eleito;2024;724;8400
SÃO JOÃO DO MANHUAÇU;Vereador;45000;ARTHUR LOPES ANDRADE;ARTHUR DO ELIAS DENTISTA;PSDB;Eleito;2024;610;8400
SÃO JOÃO DO MANHUAÇU;Vereador;15111;MARCOS ALEXANDRE DORNELAS;MARQUINHOS DO JÚLIO DORNELAS;MDB;Eleito;2024;573;8400
SÃO JOÃO DO MANHUAÇU;Vereador;12147;LUCILENE ORNELAS DA SILVA SANTOS;LENINHA DO PRETO;PDT;Eleito;2024;513;8400
SÃO JOÃO DO MANHUAÇU;Vereador;55123;ARLETE SEVERIANO DO CARMO;ARLETE DA SAÚDE;PSD;Eleito;2024;513;8400
SÃO JOÃO DO MANHUAÇU;Vereador;12456;CLEUZA ENI ALVES EVANGELISTA;CLEUZA DO GIL;PDT;Eleito;2024;478;8400
SÃO JOÃO DO MANHUAÇU;Vereador;15000;SILVANIO MOISÉS NUNES;SILVANO DO CABOCLO;MDB;Eleito;2024;418;8400
SÃO JOÃO DO MANHUAÇU;Vereador;22555;MAX ANTÔNIO MARTINS DE ABREU;MAX MARTINS;PL;Eleito;2024;322;8400
SÃO JOÃO DO MANHUAÇU;Vereador;45333;GERALDO ALVES DUTRA;GERALDO DO MISAEL;PSDB;Eleito;2024;223;8400
SÃO JOÃO DO MANTENINHA;Vereador;40777;ALEXSANDRO MARTINS DO NASCIMENTO;ALEX;PSB;Eleito;2024;431;4526
SÃO JOÃO DO MANTENINHA;Vereador;20444;LEANDRO RODRIGUES DE SOUZA;LEANDRO DA CASA DE RAÇÃO;PODE;Eleito;2024;377;4526
SÃO JOÃO DO MANTENINHA;Vereador;20777;JOSÉ CARLOS VICENTE;ZÉ MOCOTÓ;PODE;Eleito;2024;366;4526
SÃO JOÃO DO MANTENINHA;Vereador;10111;MEIRELENE ARANTES DOS REIS;MEIRELENE;REPUBLICANOS;Eleito;2024;362;4526
SÃO JOÃO DO MANTENINHA;Vereador;40123;WANDERSON MARQUES DE SOUZA;ANDIM;PSB;Eleito;2024;321;4526
SÃO JOÃO DO MANTENINHA;Vereador;10888;UANDERSON MARCOS TADINO;DERSON;REPUBLICANOS;Eleito;2024;284;4526
SÃO JOÃO DO MANTENINHA;Vereador;10123;LUCILENE LEOCÁDIA DUTRA COELHO;LUCINHA DA SAÚDE;REPUBLICANOS;Eleito;2024;280;4526
SÃO JOÃO DO MANTENINHA;Vereador;20123;JOSÉ CAETANO DA SILVA;ZÉ DO ADÃO;PODE;Eleito;2024;265;4526
SÃO JOÃO DO MANTENINHA;Vereador;20222;MARILDA DE SOUZA GALDINO SILVA;MARILDINHA DO ZÉ COCO;PODE;Eleito;2024;228;4526
SÃO JOÃO DO ORIENTE;Vereador;10123;JULIO CESAR DE OLIVEIRA;JULIO CESAR;REPUBLICANOS;Eleito;2024;527;5681
SÃO JOÃO DO ORIENTE;Vereador;45000;JOSE VIEIRA BOTELHO;ZÉ PÃO;PSDB;Eleito;2024;488;5681
SÃO JOÃO DO ORIENTE;Vereador;45222;MARCIO FERREIRA DE SOUZA;MARCINHO DO AÇOUGUE;PSDB;Eleito;2024;406;5681
SÃO JOÃO DO ORIENTE;Vereador;45200;ROGERIO CHAGAS AVELAR;ROGERIO AVELAR;PSDB;Eleito;2024;374;5681
SÃO JOÃO DO ORIENTE;Vereador;45123;CELIO PAULINO DA SILVA;CELIO BORRACHA;PSDB;Eleito;2024;319;5681
SÃO JOÃO DO ORIENTE;Vereador;55555;IONE COSTA NEVES;IONE DO JOÃOZINHO;PSD;Eleito;2024;319;5681
SÃO JOÃO DO ORIENTE;Vereador;70123;VIVIANE COSTA DE ASSIS;VIVIANE DO NERIO;AVANTE;Eleito;2024;227;5681
SÃO JOÃO DO ORIENTE;Vereador;55145;ISAIAS SABINO DOS SANTOS;ISAIAS SABINO;PSD;Eleito;2024;208;5681
SÃO JOÃO DO ORIENTE;Vereador;20555;ISAULINA DIAS FERREIRA RODRIGUES CRUZ;ISAULINA DA SAUDE;PODE;Eleito;2024;157;5681
SÃO JOÃO DO PACUÍ;Vereador;25789;WALLISSON MARTINS OLIVEIRA;WALLISSON DO SAPÉ;PRD;Eleito;2024;214;3303
SÃO JOÃO DO PACUÍ;Vereador;15500;MARCELO RODRIGUES BARBOSA;MARCELO DO BREJO DO BOI;MDB;Eleito;2024;208;3303
SÃO JOÃO DO PACUÍ;Vereador;13333;VILSON TADEI CARDOSO DIAS;TADEI DO ENCANTADO;PT;Eleito;2024;196;3303
SÃO JOÃO DO PACUÍ;Vereador;13123;FERNANDA SOUZA FONSECA;FERNANDA DO BARREIRO;PT;Eleito;2024;174;3303
SÃO JOÃO DO PACUÍ;Vereador;25555;PEDRO HENRIQUE MARTINS CASTRO DE ANDRADE;PEDRÃO DO ENCANTADO;PRD;Eleito;2024;153;3303
SÃO JOÃO DO PACUÍ;Vereador;15555;RODRIGO COSTA DE SIQUEIRA;RODRIGO SIQUEIRA ;MDB;Eleito;2024;150;3303
SÃO JOÃO DO PACUÍ;Vereador;15111;JOSE GERALDO BARBOSA LOPES;ZÉ PINGA;MDB;Eleito;2024;133;3303
SÃO JOÃO DO PACUÍ;Vereador;15678;ERODINO RAMOS DA SILVA;ERODINO;MDB;Eleito;2024;127;3303
SÃO JOÃO DO PACUÍ;Vereador;55555;JAIR PEREIRA RAMOS;JAIR DE BETO;PSD;Eleito;2024;118;3303
SÃO JOÃO DO PARAÍSO;Vereador;77777;JOEL LIMA DOS SANTOS;LOBIM;SOLIDARIEDADE;Eleito;2024;690;13191
SÃO JOÃO DO PARAÍSO;Vereador;77999;ORLINDO DA SILVA NETO;PROFESSOR ORLINDO DO MANDACARU;SOLIDARIEDADE;Eleito;2024;664;13191
SÃO JOÃO DO PARAÍSO;Vereador;25456;JOSE APARECIDO DOS SANTOS;DEDA;PRD;Eleito;2024;633;13191
SÃO JOÃO DO PARAÍSO;Vereador;70444;ELY RODRIGUES DE ALMEIDA;ELY;AVANTE;Eleito;2024;551;13191
SÃO JOÃO DO PARAÍSO;Vereador;70000;JOAO CARLINDO FERREIRA;DEDE DE ZE DE CARLIM;AVANTE;Eleito;2024;532;13191
SÃO JOÃO DO PARAÍSO;Vereador;44112;ZENILDO DE SOUSA XAVIER;ZE DO ONIBUS;UNIÃO;Eleito;2024;515;13191
SÃO JOÃO DO PARAÍSO;Vereador;77222;HERMELINO PEREIRA DOS SANTOS JUNIOR;JUNIOR DE HERMELINO;SOLIDARIEDADE;Eleito;2024;417;13191
SÃO JOÃO DO PARAÍSO;Vereador;55555;ELDIVO MARQUES DE BRITO;DIVO DO MANDACARU;PSD;Eleito;2024;382;13191
SÃO JOÃO DO PARAÍSO;Vereador;77111;RAISSA JEANE LACERDA DUTRA OLIVEIRA;RAISSA LACERDA;SOLIDARIEDADE;Eleito;2024;380;13191
SÃO JOÃO DO PARAÍSO;Vereador;70111;JARLES NARDY DA SILVA CHAVES;LE DESPACHANTE;AVANTE;Eleito;2024;345;13191
SÃO JOÃO DO PARAÍSO;Vereador;25555;ROSALVO ALVES PEREIRA;CHICO DA LIMPEZA;PRD;Eleito;2024;339;13191
SÃO JOÃO EVANGELISTA;Vereador;11800;WILERSON RENE PIMENTA FELIPE;FIIM DO BAGUARI;PP;Eleito;2024;581;9578
SÃO JOÃO EVANGELISTA;Vereador;33333;JOSÉ CARLOS DE MIRANDA URBANO;KAKÁ DE NELSON DE SENA;MOBILIZA;Eleito;2024;369;9578
SÃO JOÃO EVANGELISTA;Vereador;44777;JOSÉ ADALBERTO GONÇALVES;ADALBERTO DA MESA;UNIÃO;Eleito;2024;361;9578
SÃO JOÃO EVANGELISTA;Vereador;11123;ERZILEA SOARES DOS SANTOS;ERZILÉA;PP;Eleito;2024;343;9578
SÃO JOÃO EVANGELISTA;Vereador;33000;LUCIANO DE SOUZA REIS;LUCIANO DA ACADEMIA;MOBILIZA;Eleito;2024;337;9578
SÃO JOÃO EVANGELISTA;Vereador;44444;DANIEL WASHINGTON VIEIRA DA SILVA;DANIEL VIEIRA;UNIÃO;Eleito;2024;306;9578
SÃO JOÃO EVANGELISTA;Vereador;10456;FERNANDO RAMOS CELESTINO;FERNANDÃO DA ESCOLA;REPUBLICANOS;Eleito;2024;295;9578
SÃO JOÃO EVANGELISTA;Vereador;55555;DENISE PEREIRA DOS SANTOS;DENISE DO GIL;PSD;Eleito;2024;285;9578
SÃO JOÃO EVANGELISTA;Vereador;44000;PEDRO HENRIQUE GOMES PARREIRAS;MUMU;UNIÃO;Eleito;2024;217;9578
SÃO JOÃO EVANGELISTA;Vereador;13000;EDNILSON RODRIGUES DE SOUSA;NÔ ADVOGADO;PT;Eleito;2024;201;9578
SÃO JOÃO EVANGELISTA;Vereador;36333;GERALDO APARECIDO DOS SANTOS;GERALDO VIGARIO;AGIR;Eleito;2024;196;9578
SÃO JOÃO NEPOMUCENO;Vereador;15123;ÍRIO HENRIQUES FURTADO FILHO;ÍRIO HENRIQUES;MDB;Eleito;2024;708;15207
SÃO JOÃO NEPOMUCENO;Vereador;25800;MATHEUS MUSCARDI DE SOUZA;MATHEUS KANELA;PRD;Eleito;2024;661;15207
SÃO JOÃO NEPOMUCENO;Vereador;70570;VIVALDI DAVILA DO CARMO ARCANGELO;VIVALDI D'AVILA;AVANTE;Eleito;2024;646;15207
SÃO JOÃO NEPOMUCENO;Vereador;15000;ANA PAULA CALLEGARO DA SILVA;PAULINHA DA MAMOGRAFIA;MDB;Eleito;2024;601;15207
SÃO JOÃO NEPOMUCENO;Vereador;25777;ELUZA SALVADOR CORTES;ELUZA SALVADOR;PRD;Eleito;2024;596;15207
SÃO JOÃO NEPOMUCENO;Vereador;25000;LEONARDO DE OLIVEIRA DUTRA;LEO DA MERCEARIA;PRD;Eleito;2024;510;15207
SÃO JOÃO NEPOMUCENO;Vereador;10180;FABIANA FERREIRA DE ANDRADE;FABIANA ANDRADE;REPUBLICANOS;Eleito;2024;442;15207
SÃO JOÃO NEPOMUCENO;Vereador;15100;EDISON DE SOUZA SILVA;EDISON;MDB;Eleito;2024;421;15207
SÃO JOÃO NEPOMUCENO;Vereador;22444;NEI MEDINA DE OLIVEIRA;NEI MEDINA;PL;Eleito;2024;343;15207
