nm_municipio;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_sit_totalizacao;aa_eleicao;qt_votos_nom_validos;qt_votos_concorrentes
ALÉM PARAÍBA;Vereador;22222;REGINALDO CAMARA ESTEVANIM;REGINALDO REGISOM;PL;Eleito;2024;559;20141
ALÉM PARAÍBA;Vereador;33123;MATEUS FELIPE LOPES DA CRUZ;MATEUS CRUZ;MOBILIZA;Eleito;2024;540;20141
ALÉM PARAÍBA;Vereador;13456;OBERDAN MOREIRA ROCHA;OBERDAN;PT;Eleito;2024;531;20141
ALÉM PARAÍBA;Vereador;11111;LERISSON LAMEIRA RIBEIRO;LERINHO;PP;Eleito;2024;472;20141
ALÉM PARAÍBA;Vereador;33120;DÉBORA CRISTHINA MACHADO SILVA;DÉBORA MADALENA;MOBILIZA;Eleito;2024;398;20141
ALÉM PARAÍBA;Vereador;10123;BETHANIA REIS DE SOUZA GRACIOLI;BETHÂNIA REIS;REPUBLICANOS;Eleito;2024;392;20141
ALÉM PARAÍBA;Vereador;25123;MÔNICA SILVA FERNANDES;MÔNICA DA MOTINHA;PRD;Eleito;2024;376;20141
AMPARO DO SERRA;Vereador;11000;EMERSON BARROS DE SOUZA;DU DA SAUDE;PP;Eleito;2024;296;3897
AMPARO DO SERRA;Vereador;15222;CÉLIO EDVALDO PEREIRA;CÉLIO DO SINDICATO;MDB;Eleito;2024;236;3897
AMPARO DO SERRA;Vereador;11111;CLEIDSON RIBEIRO BOTELHO MIQUELINO;CLEIDINHO;PP;Eleito;2024;220;3897
AMPARO DO SERRA;Vereador;11333;PATRICIA FUSCALDI ROMANO;PATRICIA FUSCALDI ENFERMEIRA;PP;Eleito;2024;216;3897
AMPARO DO SERRA;Vereador;10555;GERALDO JULIO GUIMARAES;GERALDO CANTIDIO;REPUBLICANOS;Eleito;2024;163;3897
AMPARO DO SERRA;Vereador;10666;GILMAR PINTO BARBOSA;GILMAR PRIMO DE NENEM DE VIVI;REPUBLICANOS;Eleito;2024;152;3897
AMPARO DO SERRA;Vereador;70123;ALBERTO LOPES BELLICO;KIKO;AVANTE;Eleito;2024;143;3897
AMPARO DO SERRA;Vereador;55555;FABIANO CÁRIA;FABIANO CÁRIA;PSD;Eleito;2024;120;3897
AMPARO DO SERRA;Vereador;15123;EDIVANE FIALHO BAIÃO;EDIVANE FIALHO;MDB;Eleito;2024;89;3897
ANDRADAS;Vereador;10000;REGIS BASSO ANDRADE;REGINHO BASSO;REPUBLICANOS;Eleito;2024;2648;20421
ANDRADAS;Vereador;23999;ADILSON CARLOS DOS SANTOS;ADILSON DESPACHANTE;CIDADANIA;Eleito;2024;822;20421
ANDRADAS;Vereador;13333;ADEMIR DOS SANTOS PEREZ;ADEMIR PEREZ;PT;Eleito;2024;684;20421
ANDRADAS;Vereador;25123;ANTONIO CARLOS DE LIMA;BIGUÁ;PRD;Eleito;2024;623;20421
ANDRADAS;Vereador;44444;LUIZ GUSTAVO GONÇALVES XAVIER;DR, GUSTAVO;UNIÃO;Eleito;2024;581;20421
ANDRADAS;Vereador;55999;CARLOS ROBERTO DA SILVA;CARLOS ROBERTO;PSD;Eleito;2024;539;20421
ANDRADAS;Vereador;22222;DIEGO PRADO FELISBERTO DOS REIS;DIEGO FELISBERTO;PL;Eleito;2024;514;20421
ANDRADAS;Vereador;55123;VALÉRIA DE LIMA SOUSA;PROFESSORA VALÉRIA LIMA ;PSD;Eleito;2024;485;20421
ANDRADAS;Vereador;10111;CEZAR AUGUSTO RANZANI;CEZAR RANZANI;REPUBLICANOS;Eleito;2024;256;20421
ANDRELÂNDIA;Vereador;55123;LEILA APARECIDA NOGUEIRA;LEILA ASSISTENTE SOCIAL;PSD;Eleito;2024;535;7506
ANDRELÂNDIA;Vereador;70789;ELIANE APARECIDA LOUZADA;ELIANE DO ZEZÉ DA VAN;AVANTE;Eleito;2024;479;7506
ANDRELÂNDIA;Vereador;22222;EDIVALDO LUIZ DA SILVA;VADO ENFERMEIRO;PL;Eleito;2024;469;7506
ANDRELÂNDIA;Vereador;70777;JANDER EDUARDO DE CASTRO;JANDER DA LÉA;AVANTE;Eleito;2024;353;7506
ANDRELÂNDIA;Vereador;55222;GILSON JAIRO PEREIRA;GILSON DO JAIME JAIRO;PSD;Eleito;2024;334;7506
ANDRELÂNDIA;Vereador;11111;KELCIA FAGUNDES DE ANDRADE RUBIO;KELCIA DO DÉCIO DA FARMÁCIA;PP;Eleito;2024;333;7506
ANDRELÂNDIA;Vereador;70123;ELIZA ROBERTA RIBEIRO SEIXAS;ELIZA DO ZÉ TESTA;AVANTE;Eleito;2024;238;7506
ANDRELÂNDIA;Vereador;25000;HAYK FONSECA SA;HAYK FONSECA;PRD;Eleito;2024;196;7506
ANDRELÂNDIA;Vereador;55555;LIGIA DE LOURDES GARCIA LANDIM MIRON;LIGIA LANDIM;PSD;Eleito;2024;171;7506
ANGELÂNDIA;Vereador;40123;REGINALDO CORDEIRO DE SOUZA;REGINALDO RÉ;PSB;Eleito;2024;345;5263
ANGELÂNDIA;Vereador;25111;JOÃO APARECIDO LOPES CORDEIRO;JOÃO CURRIER;PRD;Eleito;2024;292;5263
ANGELÂNDIA;Vereador;22111;OTÁVIO RODRIGUES CAMARGOS;OTÁVIO DE OLIVEIRA;PL;Eleito;2024;284;5263
ANGELÂNDIA;Vereador;33333;JOSÉ AUGUSTO XAVIER OLIVEIRA;ZÉ AUGUSTO DOS MOREIRAS;MOBILIZA;Eleito;2024;271;5263
ANGELÂNDIA;Vereador;25000;EDERSON CARLOS OLIVEIRA DOS SANTOS;CARLIM DO BATISTA;PRD;Eleito;2024;221;5263
ANGELÂNDIA;Vereador;10000;EDSON DOS PASSOS MOREIRA;PREBOY;REPUBLICANOS;Eleito;2024;215;5263
ANGELÂNDIA;Vereador;25888;GISLENE BATISTA DOS SANTOS;KITA DE GERALDO BATISTA;PRD;Eleito;2024;210;5263
ANGELÂNDIA;Vereador;25123;KELIO CAMARGOS RODRIGUES;KELIO DO FANADO;PRD;Eleito;2024;186;5263
ANGELÂNDIA;Vereador;22222;KELIANE DOS SANTOS PORTO;KELIANE DE JAIR PORTO;PL;Eleito;2024;180;5263
ANTÔNIO CARLOS;Vereador;45777;CRISTIANO PAULO DA SILVA;CRISTIANO;PSDB;Eleito;2024;620;7742
ANTÔNIO CARLOS;Vereador;15555;RAFAEL CAMPOS FERNANDES;RAFAEL;MDB;Eleito;2024;483;7742
ANTÔNIO CARLOS;Vereador;33333;ELIENE APARECIDA TEIXEIRA ROMANHOL;LELENA DO TRAILER;MOBILIZA;Eleito;2024;318;7742
ANTÔNIO CARLOS;Vereador;15123;PAULO NASCIMENTO DA SILVA;PAULO CANOA;MDB;Eleito;2024;279;7742
ANTÔNIO CARLOS;Vereador;11444;ALEX ALIANDRO DA SILVEIRA;PASTOR ALEX;PP;Eleito;2024;274;7742
ANTÔNIO CARLOS;Vereador;25123;LUCIANO OTAVIO BAETA CHARTONE DE PAULA;LUCIANO CHARTONE;PRD;Eleito;2024;274;7742
ANTÔNIO CARLOS;Vereador;45678;JOSE EVALDO DE SOUZA;DUDU DO PINHEIRINHO;PSDB;Eleito;2024;233;7742
ANTÔNIO CARLOS;Vereador;22123;ADILSON ANTONIO DOS SANTOS;ADILSON LOBO;PL;Eleito;2024;226;7742
ANTÔNIO CARLOS;Vereador;12369;ALTAIR FRANCISCO LOSCHI;TAI LOSCHI;PDT;Eleito;2024;174;7742
ANTÔNIO DIAS;Vereador;15333;RODRIGO SOARES REIS;TICAO;MDB;Eleito;2024;342;7248
ANTÔNIO DIAS;Vereador;11000;VANIA SOARES ALMEIDA;VANIA DA LICA;PP;Eleito;2024;327;7248
ANTÔNIO DIAS;Vereador;55123;RICARDO HENRIQUE DE ALMEIDA;RICARDO DE HEMATITA;PSD;Eleito;2024;288;7248
ANTÔNIO DIAS;Vereador;70123;HALESI DE CARVALHO GOMES;PROFESSOR HALESI;AVANTE;Eleito;2024;280;7248
ANTÔNIO DIAS;Vereador;44123;ANDREA GLAUCIA PEREIRA MARQUES;ANDREA DO LILA;UNIÃO;Eleito;2024;269;7248
ANTÔNIO DIAS;Vereador;15000;GESSIMAR ANTERO PEREIRA;GESSIMAR;MDB;Eleito;2024;266;7248
ANTÔNIO DIAS;Vereador;55333;FRANCISCO LAUDIR DE ARAUJO;CHICAO DOS LEANDROS;PSD;Eleito;2024;264;7248
ANTÔNIO DIAS;Vereador;11123;KATIA CILENE PASCOAL MARTINS ARAUJO;KATIA DO MARIO CAPITAO;PP;Eleito;2024;246;7248
ANTÔNIO DIAS;Vereador;70222;BRUNNO VINICIUS DE SA SOUZA;PROFESSOR BRUNNO;AVANTE;Eleito;2024;226;7248
ANTÔNIO PRADO DE MINAS;Vereador;12621;JOÃO MARCELO FERREIRA RODRIGUES;JOÃO MARCELO;PDT;Eleito;2024;147;1751
ANTÔNIO PRADO DE MINAS;Vereador;12610;ANTONIO CARLOS VOLPATO;TOTÔNIO VOLPATO;PDT;Eleito;2024;118;1751
ANTÔNIO PRADO DE MINAS;Vereador;45123;AÍRTON DE ASSIS MARQUES;AIRTON MARQUES;PSDB;Eleito;2024;115;1751
ANTÔNIO PRADO DE MINAS;Vereador;55124;CARLOS ALBERTO DE FREITAS TÓFANI;CARLOS ALBERTO DA OFICINA;PSD;Eleito;2024;114;1751
ANTÔNIO PRADO DE MINAS;Vereador;55567;IZONEL ANTONIO CORRÊA;IZONEL DA SAÚDE;PSD;Eleito;2024;114;1751
ANTÔNIO PRADO DE MINAS;Vereador;12111;ABELAR COSTA NETO;ABELAR COSTA NETO;PDT;Eleito;2024;100;1751
ANTÔNIO PRADO DE MINAS;Vereador;45250;FÁBIO DAMIÃO ABRANTES;ZOINHO;PSDB;Eleito;2024;99;1751
ANTÔNIO PRADO DE MINAS;Vereador;55777;MARINETE ARAUJO DO NASCIMENTO;MARINETE;PSD;Eleito;2024;99;1751
ANTÔNIO PRADO DE MINAS;Vereador;55666;JOSÉ ANTENOR DA COSTA;ANTENORINHO;PSD;Eleito;2024;96;1751
ARACITABA;Vereador;45678;JORGE RAIMUNDO REZENDE BRAGA;JORGE BRAGA;PSDB;Eleito;2024;349;2539
ARACITABA;Vereador;45333;JARBAS MARTINS TOLEDO;JARBINHA;PSDB;Eleito;2024;225;2539
ARACITABA;Vereador;15456;ANDREIA GUILARDUCCI TOLEDO;ANDREIA DO RAFAEL;MDB;Eleito;2024;207;2539
ARACITABA;Vereador;45111;FLAVIANA APARECIDA CESARIO DE SOUZA;FLAVIANA;PSDB;Eleito;2024;200;2539
ARACITABA;Vereador;45611;ANTONIO GONÇALVES DE LIMA;TONINHO CARECA;PSDB;Eleito;2024;194;2539
ARACITABA;Vereador;45123;PÂMELA KATRIENE ANASTÁCIO TOLÊDO MOREIRA;PÂMELA DO LIMPINHO;PSDB;Eleito;2024;186;2539
ARACITABA;Vereador;45999;MARIA APARECIDA DE SOUZA ARAÚJO;TIDA;PSDB;Eleito;2024;150;2539
ARACITABA;Vereador;15123;ALAN GABRIEL DE OLIVEIRA AMARAL TOLEDO;PROFESSOR ALAN;MDB;Eleito;2024;129;2539
ARACITABA;Vereador;15610;LAURO DE SOUZA E OLIVEIRA;LAURO DO CHICO ANTERO;MDB;Eleito;2024;114;2539
ARAGUARI;Vereador;10444;WALTEMIR RODRIGUES NEVES;BRANQUINHO DO SUPERMECADO PAPA;REPUBLICANOS;Eleito;2024;2262;65245
ARAGUARI;Vereador;22022;WILIAN MARQUES POSTIGO;WILIAN POSTIGO;PL;Eleito;2024;1947;65245
ARAGUARI;Vereador;28555;MARIA CECILIA DE ARAUJO;MARIA CECÍLIA;PRTB;Eleito;2024;1939;65245
ARAGUARI;Vereador;10190;RODRIGO JEOVENTINO DE OLIVEIRA;SARGENTO OLIVEIRA;REPUBLICANOS;Eleito;2024;1906;65245
ARAGUARI;Vereador;28123;GUILHERME HENRIQUE DOS SANTOS SANTANA;GUILHERME SANTANA;PRTB;Eleito;2024;1721;65245
ARAGUARI;Vereador;25115;RODRIGO COSTA FERREIRA;RODRIGO PIRACAÍBA;PRD;Eleito;2024;1636;65245
ARAGUARI;Vereador;22123;GIULLIANO SOUSA RODRIGUES;GIULLIANO TIBÁ;PL;Eleito;2024;1614;65245
ARAGUARI;Vereador;10123;SEBASTIÃO JOAQUIM VIEIRA;TIÃOZINHO DO SINDICATO;REPUBLICANOS;Eleito;2024;1500;65245
ARAGUARI;Vereador;10010;DÉBORA DE SOUSA DAU;DÉBORA DAU PROTETORA;REPUBLICANOS;Eleito;2024;1450;65245
ARAGUARI;Vereador;22140;SEBASTIÃO ALVES RIBEIRO JÚNIOR;NEGO;PL;Eleito;2024;1389;65245
ARAGUARI;Vereador;25333;CLÁUDIO COELHO PEREIRA;CLAUDIO COELHO;PRD;Eleito;2024;1221;65245
ARAGUARI;Vereador;25025;LEVI DE ALMEIDA SIQUEIRA;LEVI SIQUEIRA;PRD;Eleito;2024;1203;65245
ARAGUARI;Vereador;33222;PAULO HENRIQUE DE PAIVA DUARTE;PH TRANSPORTES;MOBILIZA;Eleito;2024;1161;65245
ARAGUARI;Vereador;33100;CARLOS ROBERTO RAMOS CASCÃO;CASCÃO;MOBILIZA;Eleito;2024;1000;65245
ARAGUARI;Vereador;33111;ISABEL CRISTINA PIMENTA PIRES;ISABEL PIRES;MOBILIZA;Eleito;2024;983;65245
ARAGUARI;Vereador;45123;PAULO SERGIO OLIVEIRA DO VALE;PAULO DO VALE;PSDB;Eleito;2024;924;65245
ARAGUARI;Vereador;30677;ALEX ALVES PEIXOTO;ALEX PEIXOTO;NOVO;Eleito;2024;853;65245
ARANTINA;Vereador;13123;DAYANE APARECIDA DA SILVA;DAYANE DA SAÚDE;PT;Eleito;2024;213;2544
ARANTINA;Vereador;70000;ÉLVIO MISAEL NETO;ELVINHO;AVANTE;Eleito;2024;197;2544
ARANTINA;Vereador;13133;MARIA APARECIDA DE ALMEIDA OLIVEIRA;CIDA DO HÉLCIO;PT;Eleito;2024;169;2544
ARANTINA;Vereador;55123;JOAO ANTÔNIO DA SILVA JUNIOR;JOÃO ANTÔNIO;PSD;Eleito;2024;148;2544
ARANTINA;Vereador;25025;GIOVANI APARECIDO PEREIRA;GIOVANI;PRD;Eleito;2024;139;2544
ARANTINA;Vereador;70777;FRANCISCO DE ASSIS CARVALHO;GRÉIA;AVANTE;Eleito;2024;131;2544
ARANTINA;Vereador;11644;JOÃO BOSCO DE SÁ;JOÃO BOSCO;PP;Eleito;2024;124;2544
ARANTINA;Vereador;70234;JOSÉ ROBERTO DE ALMEIDA;JOSÉ ROBERTO;AVANTE;Eleito;2024;121;2544
ARANTINA;Vereador;13013;JOANA DARC DE ALMEIDA CAMARGO;JOANA CAMARGO;PT;Eleito;2024;85;2544
ARAPONGA;Vereador;23123;ELTON RODRIGUES LIMA;ELTON DE TAQUINHA;CIDADANIA;Eleito;2024;356;5553
ARAPONGA;Vereador;40123;ELSO DA SILVA LOPES;ELSO DA AREIA BRANCA;PSB;Eleito;2024;320;5553
ARAPONGA;Vereador;44123;MARIO HENRIQUE ASSIS MACEDO;MARIO HENRIQUE;UNIÃO;Eleito;2024;310;5553
ARAPONGA;Vereador;10601;FRANCISCO CHAGAS DE ABREU;CHAGAS ABREU;REPUBLICANOS;Eleito;2024;275;5553
ARAPONGA;Vereador;44333;GILSON PEDRO TEIXEIRA;GILSON DE JOÃO CILIRO;UNIÃO;Eleito;2024;268;5553
ARAPONGA;Vereador;10223;PEDRO ROMUALDO DE LIMA;PEDRO DA BARRA;REPUBLICANOS;Eleito;2024;253;5553
ARAPONGA;Vereador;20147;MONICA APARECIDA DE ARAUJO;MONICA DA LIA;PODE;Eleito;2024;246;5553
ARAPONGA;Vereador;23610;LUCIANA APARECIDA GOMES COSTA;LUCIANA DE XANDE;CIDADANIA;Eleito;2024;222;5553
ARAPONGA;Vereador;20234;FERNANDO DE PAULA FERNANDES;FERNANDO DE ZÉ ROLA;PODE;Eleito;2024;206;5553
ARAPORÃ;Vereador;22123;JORDDANO HENRIQUE OLIVEIRA FONCECA;DR JORDDANO;PL;Eleito;2024;446;6011
ARAPORÃ;Vereador;55222;HELI FERRREIRA DA SILVA;HELI DO BAR;PSD;Eleito;2024;411;6011
ARAPORÃ;Vereador;77888;PAULO HENRIQUE TEIXEIRA DE SOUZA;PAULO HENRIQUE MANO;SOLIDARIEDADE;Eleito;2024;407;6011
ARAPORÃ;Vereador;22111;NAIARA  COSTA VILELA;NAIARA;PL;Eleito;2024;400;6011
ARAPORÃ;Vereador;44444;MARIO JOSE DE ALMEIDA GOMES;MARINHO;UNIÃO;Eleito;2024;383;6011
ARAPORÃ;Vereador;44011;LEANDRO ANDRADE DE ARAUJO;LEANDRO JAPÃOZINHO;UNIÃO;Eleito;2024;345;6011
ARAPORÃ;Vereador;22222;MARISTELA BORGES RIBEIRO;MARISTELA;PL;Eleito;2024;332;6011
ARAPORÃ;Vereador;11234;WALDIVINO JOSE DE LIMA;DIVINO ELETRICISTA;PP;Eleito;2024;308;6011
ARAPORÃ;Vereador;11111;MANOEL HELENO DA SILVA;HELENO DA OFICINA;PP;Eleito;2024;218;6011
ARAPUÁ;Vereador;55123;GILSON DA CUNHA MATOS;GILSON DENTISTA;PSD;Eleito;2024;244;3118
ARAPUÁ;Vereador;15456;THIAGO HENRIQUE DE OLIVEIRA;THIAGO CAPUCHO;MDB;Eleito;2024;218;3118
ARAPUÁ;Vereador;22456;LUCIANA DA SILVA MENDONÇA;LUCIANA MENDONÇA;PL;Eleito;2024;216;3118
ARAPUÁ;Vereador;15111;CAMILE EMANUELA MARQUES SILVA;CAMILE;MDB;Eleito;2024;170;3118
ARAPUÁ;Vereador;22022;WILLIAM ANDREI MARQUES;WILLIAM ANDREI;PL;Eleito;2024;156;3118
ARAPUÁ;Vereador;15500;PAULO HENRIQUE FERNANDES RIBEIRO;PAULO HENRIQUE GALEGO;MDB;Eleito;2024;152;3118
ARAPUÁ;Vereador;45690;PAULO ROBERTO DE MELO;PAULINHO LEITEIRO;PSDB;Eleito;2024;145;3118
ARAPUÁ;Vereador;22222;PAULO LUIZ FERREIRA;PAULINHO DO SÔ MÁRIO;PL;Eleito;2024;141;3118
ARAPUÁ;Vereador;15555;ANTONIO AUGUSTO DE BESSA;TONINHO PADEIRO;MDB;Eleito;2024;109;3118
ARAXÁ;Vereador;23123;RAPHAEL RIOS DE OLIVEIRA;RAPHAEL RIOS;CIDADANIA;Eleito;2024;2959;56060
ARAXÁ;Vereador;12999;FERNANDA DE CASTELHA AFONSO;FERNANDA CASTELHA;PDT;Eleito;2024;1898;56060
ARAXÁ;Vereador;11000;RICARDO ALEXANDRE DA SILVA;KAKÁ DA MERCEARIA;PP;Eleito;2024;1795;56060
ARAXÁ;Vereador;55111;FRANCISCO DE ASSIS SANTIAGO;CHICAO JESUS TE AMA;PSD;Eleito;2024;1389;56060
ARAXÁ;Vereador;33660;CARLOS ROBERTO ROSA;ROBERTO DO SINDICATO;MOBILIZA;Eleito;2024;1338;56060
ARAXÁ;Vereador;11111;MARCIONY RIBEIRO SILVA;MARCIONY SUCESSO;PP;Eleito;2024;1259;56060
ARAXÁ;Vereador;70000;RODRIGO CARDOSO DE AVILA;RODRIGO DO COMERCIAL AEROPORTO;AVANTE;Eleito;2024;1221;56060
ARAXÁ;Vereador;23100;JOÃO PAULO FERREIRA DE PAULA;JOÃO PAULO DA FILOMENA;CIDADANIA;Eleito;2024;1127;56060
ARAXÁ;Vereador;13456;JALES ANDRE DOS SANTOS;PROFESSOR JALES;PT;Eleito;2024;968;56060
ARAXÁ;Vereador;11333;JOAO FERREIRA VERAS NETO;JOÃO VERAS;PP;Eleito;2024;965;56060
ARAXÁ;Vereador;11181;RODRIGO EDUARDO DA SILVA;INVESTIGADOR RODRIGO;PP;Eleito;2024;872;56060
ARAXÁ;Vereador;22123;CESAR ROMERO DA SILVA;GARRADO;PL;Eleito;2024;871;56060
ARAXÁ;Vereador;22222;ALEXANDRE CARNEIRO DE PAULA;ALEXANDRE IRMÃOS PAULA;PL;Eleito;2024;836;56060
ARAXÁ;Vereador;15100;JAIRO SAVIO BORGES;JAIRINHO BORGES;MDB;Eleito;2024;736;56060
ARAXÁ;Vereador;25123;MARISTELA APARECIDA DUTRA;MARISTELA DUTRA;PRD;Eleito;2024;627;56060
ARAÇAÍ;Vereador;70456;IANDER DUTRA DIAS;IANDER;AVANTE;Eleito;2024;243;2515
ARAÇAÍ;Vereador;70555;EDMAR DA SILVA MOREIRA;EDMAR DO PRETO;AVANTE;Eleito;2024;171;2515
ARAÇAÍ;Vereador;12369;GLADISTON GONÇALVES;FRANGO;PDT;Eleito;2024;160;2515
ARAÇAÍ;Vereador;55123;ANTONIO DE AGUIAR SOARES;ANTONIO DE AGUIAR ;PSD;Eleito;2024;134;2515
ARAÇAÍ;Vereador;70123;VIRGILIO AUGUSTO SANTANA;VIRGILIO SANTANA;AVANTE;Eleito;2024;131;2515
ARAÇAÍ;Vereador;12123;LEONARDO HENRIQUE CRISTELI MOURA;LÉO DO MANECO;PDT;Eleito;2024;128;2515
ARAÇAÍ;Vereador;55023;CESAR EDUARDO GOMES;CÉSAR DO VALE DAS PALMEIRAS;PSD;Eleito;2024;116;2515
ARAÇAÍ;Vereador;70666;ANGELA MARIA DE SOUZA;ANGINHA;AVANTE;Eleito;2024;110;2515
ARAÇAÍ;Vereador;44123;EVANDRO MARCOS MOURA GOULART;DOCA GOULART;UNIÃO;Eleito;2024;105;2515
ARAÇUAÍ;Vereador;55777;FABIANO RODRIGUES ALVES;FABIANO DA SAUDE;PSD;Eleito;2024;2022;19301
ARAÇUAÍ;Vereador;10234;CLAUDIO NUNES SIQUEIRA;VEREADOR CLAUDIO;REPUBLICANOS;Eleito;2024;1900;19301
ARAÇUAÍ;Vereador;55123;TIAGO GONÇALVES JARDIM;TIAGO SENSAÇÃO;PSD;Eleito;2024;957;19301
ARAÇUAÍ;Vereador;45600;JUCÉLIA MATOS SANTANA;JUCELIA SINHA;PSDB;Eleito;2024;821;19301
ARAÇUAÍ;Vereador;55100;VANGLEI DE SA LEMES;VANGLEI LEMES;PSD;Eleito;2024;772;19301
ARAÇUAÍ;Vereador;20123;ROGER SILVA DE OLIVEIRA;ROGER SILVA;PODE;Eleito;2024;755;19301
ARAÇUAÍ;Vereador;70777;GIOVANNA PEIXOTO DO CARMO;DRA, GIOVANNA;AVANTE;Eleito;2024;748;19301
ARAÇUAÍ;Vereador;10456;CARLINDO DOURADO SOUZA;DOURADO;REPUBLICANOS;Eleito;2024;643;19301
ARAÇUAÍ;Vereador;13033;DANILO MARINHO LAMEGO BORGES;DANILO BORGES;PT;Eleito;2024;643;19301
ARAÇUAÍ;Vereador;13900;SHYRLEI DOS ANJOS PEREIRA ALVES;SHYRLEI RODAK;PT;Eleito;2024;495;19301
ARAÇUAÍ;Vereador;55055;CLEUBER FRÂNCISCO DA SILVA;CLEUBER DA CASA DAS ANTENAS;PSD;Eleito;2024;428;19301
ARAÚJOS;Vereador;70777;BRUNO CÉSAR DA CUNHA;BRUNO CUNHA;AVANTE;Eleito;2024;402;5445
ARAÚJOS;Vereador;55000;LUCAS DANIEL COELHO;LUCAS COELHO;PSD;Eleito;2024;354;5445
ARAÚJOS;Vereador;70000;GLEIBER AVELINO DE FREITAS;GLEIBER FOIÚ;AVANTE;Eleito;2024;327;5445
ARAÚJOS;Vereador;25000;SAULO GERALDO DE AZEVEDO SANTOS;SAULO AZEVEDO;PRD;Eleito;2024;317;5445
ARAÚJOS;Vereador;55789;EDSON VINICIO FERREIRA DO AMARAL;EDINHO DA ALTAIR;PSD;Eleito;2024;240;5445
ARAÚJOS;Vereador;55550;MILTON JOSÉ NUNES;DUT;PSD;Eleito;2024;233;5445
ARAÚJOS;Vereador;22500;JOÃO ROBERTO BATISTA;JOÃO ROBERTO;PL;Eleito;2024;230;5445
ARAÚJOS;Vereador;70123;JOSE FRANCISCO RIBEIRO;KIKO;AVANTE;Eleito;2024;206;5445
ARAÚJOS;Vereador;70666;VANESSA DAYANE RODRIGUES;VANESSA RODRIGUES;AVANTE;Eleito;2024;163;5445
ARCEBURGO;Vereador;22580;VITOR MARIANO FILHO;TIM DA ÉGUA;PL;Eleito;2024;475;6284
ARCEBURGO;Vereador;10123;REGINALDO FERNANDES CARVALHO;NARDO PICA PAU;REPUBLICANOS;Eleito;2024;397;6284
ARCEBURGO;Vereador;22222;GUILHERME APARECIDO DURANTE BATISTA;GUIZÃO DO LINDOMAR;PL;Eleito;2024;321;6284
ARCEBURGO;Vereador;45678;MARIANA PEDROZA TELCH;MARIANA TELCH;PSDB;Eleito;2024;288;6284
ARCEBURGO;Vereador;45610;ALLAN KARDEC LEANDRO DE ARAÚJO;ALLAN KARDEC;PSDB;Eleito;2024;272;6284
ARCEBURGO;Vereador;55111;JOSE CARLOS PROCÓPIO RODRIGUES;BARRINHA ENFERMEIRO;PSD;Eleito;2024;256;6284
ARCEBURGO;Vereador;25222;LEANDRO ASSIS RIBEIRO DE ARAÚJO;LEANDRINHO DO MERO;PRD;Eleito;2024;228;6284
ARCEBURGO;Vereador;25123;MARCOS ANTONIO MARQUES GONGORA;MARQUINHO BATE LAVANCA;PRD;Eleito;2024;217;6284
ARCEBURGO;Vereador;55777;MATHEUS RIBEIRO DONATO;PROFESSOR MATHEUS DONATO;PSD;Eleito;2024;194;6284
ARCOS;Vereador;70123;HERNANE HONÓRIO DIAS;QUEIJINHO DA SAUDE;AVANTE;Eleito;2024;1439;23427
ARCOS;Vereador;55000;JOÃO PAULO FERREIRA;JOÃOZINHO;PSD;Eleito;2024;1174;23427
ARCOS;Vereador;22333;KÁTIA MATEUS DE MOURA SOUSA;PROFESSORA KÁTIA MATEUS;PL;Eleito;2024;648;23427
ARCOS;Vereador;70000;ORLANDO MARTINS FERREIRA;PROF ORLANDO MARTINS;AVANTE;Eleito;2024;599;23427
ARCOS;Vereador;10888;JAIANE FATIMA SOARES;JAIANE SOARES;REPUBLICANOS;Eleito;2024;536;23427
ARCOS;Vereador;22342;CARLOS DAVID BORGES;CARLOS DAVID;PL;Eleito;2024;536;23427
ARCOS;Vereador;20123;JOSÉ AGENOR DA SILVA;AGENOR (GENORINHO);PODE;Eleito;2024;448;23427
ARCOS;Vereador;77444;ALEX GRACIERES RIBEIRO;ALEX DIDIER;SOLIDARIEDADE;Eleito;2024;390;23427
ARCOS;Vereador;36000;LESLIE MARIANA SILVA COSTA;LESLIE MARIANA;AGIR;Eleito;2024;356;23427
AREADO;Vereador;44000;PAULO EDUARDO RODRIGUES DE LIMA;SARGENTO PADU;UNIÃO;Eleito;2024;897;8696
AREADO;Vereador;40123;ENILDO SEBASTIÃO RIBEIRO;ENILDO RIBEIRO SASSÁ;PSB;Eleito;2024;885;8696
AREADO;Vereador;55123;ELIVELTO RUSSO;ELIVELTO RUSSO;PSD;Eleito;2024;585;8696
AREADO;Vereador;55300;NOEMIA PRISCILA IGNACIO;NOÊMIA PRISCILA;PSD;Eleito;2024;575;8696
AREADO;Vereador;70600;ROSANGELA BERNARDO MANOEL;PASTORA ROSÂNGELA;AVANTE;Eleito;2024;443;8696
AREADO;Vereador;70200;REGINALDO LEANDRO DA SILVA;REGINALDO INSEMINADOR;AVANTE;Eleito;2024;415;8696
AREADO;Vereador;55555;EDUARDO AVILA DE OLIVEIRA;TIDUDA SARGENTO;PSD;Eleito;2024;296;8696
AREADO;Vereador;15000;ÉDERSON APARECIDO DOMINGUES;PROFESSOR ÉDERSON DOMINGUES;MDB;Eleito;2024;276;8696
AREADO;Vereador;44044;ELTON JUNIOR DOS SANTOS MARTINS;DEDÉ DO MURILO;UNIÃO;Eleito;2024;270;8696
